DAT Recorder;https://audio-database.com/DENON-COLUMBIA/portable/index.html;https://audio-database.com/DENON-COLUMBIA/portable.JPG
MD recorder;https://audio-database.com/DENON-COLUMBIA/portable/index.html;https://audio-database.com/DENON-COLUMBIA/portable.JPG
