CD Players;https://audio-database.com/Accuphase-kensonic/player/index.html;https://audio-database.com/Accuphase-kensonic/player.JPG
CD Transport;https://audio-database.com/Accuphase-kensonic/player/index.html;https://audio-database.com/Accuphase-kensonic/player.JPG
