DAT Recorder;https://audio-database.com/DENON-COLUMBIA/portable.JPG;https://audio-database.com/DENON-COLUMBIA/portable/index.html
MD recorder;https://audio-database.com/DENON-COLUMBIA/portable.JPG;https://audio-database.com/DENON-COLUMBIA/portable/index.htmlPortable DAT;https://audio-database.com/PIONEER-EXCLUSIVE/portable.jpg;https://audio-database.com/PIONEER-EXCLUSIVE/portable/index.html
