E-6SUB;https://audio-database.com/AAD/speaker/same-6sub.jpg;https://audio-database.com/AAD/speaker/e-6sub.html
E-8SUB;https://audio-database.com/AAD/speaker/same-8sub.jpg;https://audio-database.com/AAD/speaker/e-8sub.htmlStella Novus;https://audio-database.com/ACUSTIK-LAB/speaker/samstella-novus.JPG;https://audio-database.com/ACUSTIK-LAB/speaker/stella-novus-e.html
